transaction_id,account_id,timestamp,amount,merchant,category,location,status
TXN1089,ACC3610,2/20/2024 16:00,1103.39,CVS Pharmacy,Healthcare,London,completed
TXN1090,ACC7559,2/20/2024 16:14,703.58,Dental Office,Healthcare,Las Vegas,completed
TXN1091,ACC1980,2/20/2024 16:14,51.59,Water Bill,Utilities,Portland,completed
TXN1092,ACC8988,2/20/2024 16:23,24.61,Concert Tickets,Entertainment,Lagos,flagged
TXN1093,ACC3486,2/20/2024 16:27,1226.01,Fry's Electronics,Electronics,Austin,pending
TXN1094,ACC5634,2/20/2024 16:37,2772.84,Bank Transfer,Transfer,Rome,pending
TXN1095,ACC7511,2/20/2024 16:50,107.54,McDonald's,Food,Orlando,completed
TXN1096,ACC8377,2/20/2024 16:50,233.84,Physical Therapy,Healthcare,Mumbai,completed
TXN1097,ACC3597,2/20/2024 16:54,3053.28,Bank Transfer,Transfer,New York,completed
TXN1098,ACC4565,2/20/2024 17:06,332.15,Disney+,Entertainment,Philadelphia,pending
TXN1099,ACC3955,2/20/2024 17:11,889.75,GameStop,Electronics,Mexico City,completed
TXN1100,ACC7747,2/20/2024 17:19,1883.66,Best Buy,Electronics,Nashville,completed
TXN1101,ACC6651,2/20/2024 17:31,958.01,Bank Transfer,Transfer,Dallas,completed
TXN1102,ACC1436,2/20/2024 17:30,591.33,Walgreens,Healthcare,Cleveland,completed
TXN1103,ACC4995,2/20/2024 17:40,5807.27,Bank Transfer,Transfer,Houston,completed
TXN1104,ACC2940,2/20/2024 17:49,105.93,Trash Service,Utilities,Orlando,completed
TXN1105,ACC2247,2/20/2024 17:53,29.03,Spotify,Entertainment,Amsterdam,flagged
TXN1106,ACC1175,2/20/2024 18:01,46.11,Lyft,Transportation,Dallas,completed
TXN1107,ACC5032,2/20/2024 18:09,49.98,PlayStation Store,Entertainment,Portland,completed
TXN1108,ACC3594,2/20/2024 18:21,2784.07,Home Insurance,Housing,Detroit,completed
TXN1109,ACC3779,2/20/2024 18:26,46.84,PlayStation Store,Entertainment,Bangkok,completed
TXN1110,ACC1068,2/20/2024 18:31,73.76,Trash Service,Utilities,Las Vegas,completed
TXN1111,ACC8952,2/20/2024 18:33,199.68,Internet Provider,Utilities,Mexico City,completed
TXN1112,ACC9139,2/20/2024 18:48,108.86,Chipotle,Food,Cleveland,completed
TXN1113,ACC1175,2/20/2024 18:48,24.47,Physical Therapy,Healthcare,London,completed
TXN1114,ACC9872,2/20/2024 18:58,1403.31,Physical Therapy,Healthcare,Bangkok,flagged
TXN1115,ACC5915,2/20/2024 19:06,432.08,Spotify,Entertainment,Madrid,completed
TXN1116,ACC1068,2/20/2024 19:07,35.43,Chevron,Transportation,New York,completed
TXN1117,ACC8008,2/20/2024 19:16,33.19,Dunkin',Food,Los Angeles,completed
TXN1118,ACC4897,2/20/2024 19:23,97.3,Whole Foods,Food,Boston,completed
TXN1119,ACC5602,2/20/2024 19:35,66.57,Parking,Transportation,Orlando,pending
TXN1120,ACC5258,2/20/2024 19:44,12.25,Spotify,Entertainment,London,completed
TXN1121,ACC8463,2/20/2024 19:43,67.75,Solar Payment,Utilities,Dubai,completed
TXN1122,ACC1186,2/20/2024 19:55,238.16,Gas Company,Utilities,San Diego,completed
TXN1123,ACC2326,2/20/2024 20:00,41.07,Disney+,Entertainment,Miami,completed
TXN1124,ACC8463,2/20/2024 20:06,24.6,Physical Therapy,Healthcare,Paris,completed
TXN1125,ACC6300,2/20/2024 20:20,380.98,Car Wash,Transportation,Seattle,completed
TXN1126,ACC9829,2/20/2024 20:20,8.43,BP Gas,Transportation,Philadelphia,completed
TXN1127,ACC6311,2/20/2024 20:34,211.35,Zara,Shopping,Dubai,pending
TXN1128,ACC2952,2/20/2024 20:40,7132.78,Bank Transfer,Transfer,Detroit,completed
TXN1129,ACC1411,2/20/2024 20:45,4878.4,HOA Fee,Housing,Bangkok,pending
TXN1130,ACC2507,2/20/2024 20:52,27.92,Mobil,Transportation,Chicago,completed
TXN1131,ACC3423,2/20/2024 20:55,1263.44,Fry's Electronics,Electronics,Sydney,flagged
TXN1132,ACC5298,2/20/2024 21:06,1018.35,Fry's Electronics,Electronics,Atlanta,completed
TXN1133,ACC1068,2/20/2024 21:07,2452.43,Micro Center,Electronics,Nashville,completed
TXN1134,ACC2247,2/20/2024 21:13,44.34,Netflix,Entertainment,Austin,completed
TXN1135,ACC5538,2/20/2024 21:23,2316.23,Property Tax,Housing,Orlando,completed
TXN1136,ACC4412,2/20/2024 21:27,331.29,GameStop,Electronics,Toronto,completed
TXN1137,ACC9338,2/20/2024 21:43,32.71,Xbox Store,Entertainment,Seattle,pending
TXN1138,ACC3922,2/20/2024 21:47,25.9,Concert Tickets,Entertainment,New York,pending
TXN1139,ACC8008,2/20/2024 21:52,43.79,Apple Store,Shopping,Portland,completed
TXN1140,ACC3486,2/20/2024 21:58,379.6,Internet Provider,Utilities,Detroit,completed
TXN1141,ACC6883,2/20/2024 22:11,3155.33,HOA Fee,Housing,Bangkok,completed
TXN1142,ACC8530,2/20/2024 22:16,245.12,Cable TV,Utilities,Los Angeles,completed
TXN1143,ACC9334,2/20/2024 22:25,2426.75,Best Buy,Electronics,Los Angeles,completed
TXN1144,ACC9607,2/20/2024 22:30,43.32,Mobil,Transportation,Atlanta,pending
TXN1145,ACC6047,2/20/2024 22:40,83.15,Apple Store,Shopping,New York,completed
TXN1146,ACC6916,2/20/2024 22:41,12526.39,MoneyGram,Transfer,Mexico City,flagged
TXN1147,ACC7559,2/20/2024 22:49,29.73,Movie Theater,Entertainment,Las Vegas,completed
TXN1148,ACC9398,2/20/2024 22:54,30.63,Target,Shopping,Phoenix,completed
TXN1149,ACC7885,2/20/2024 23:07,201.48,Apple Store,Electronics,Tokyo,completed
TXN1150,ACC1594,2/20/2024 23:14,269.96,H&M,Shopping,Philadelphia,pending
TXN1151,ACC4642,2/20/2024 23:20,1446.34,Dental Office,Healthcare,Houston,completed
TXN1152,ACC7559,2/20/2024 23:25,280.21,CVS Pharmacy,Healthcare,Los Angeles,completed
TXN1153,ACC5634,2/20/2024 23:35,42.36,Wendy's,Food,Madrid,completed
TXN1154,ACC5032,2/20/2024 23:40,273.2,Target,Shopping,Paris,completed
TXN1155,ACC6047,2/20/2024 23:44,241.53,Trash Service,Utilities,Rome,pending
TXN1156,ACC5634,2/20/2024 23:50,1316.56,GameStop,Electronics,Amsterdam,pending
TXN1157,ACC6916,2/20/2024 23:55,352.8,Cable TV,Utilities,Mumbai,completed
TXN1158,ACC7747,2/21/2024 0:04,34.45,Auto Repair,Transportation,Philadelphia,completed
TXN1159,ACC1980,2/21/2024 0:17,43.24,Car Rental,Transportation,London,pending
TXN1160,ACC4412,2/21/2024 0:22,1113.48,HOA Fee,Housing,Minneapolis,completed
TXN1161,ACC1763,2/21/2024 0:28,29.94,Steam,Entertainment,Tampa,pending
TXN1162,ACC9636,2/21/2024 0:33,1077.27,Apple Store,Electronics,San Diego,completed
TXN1163,ACC5005,2/21/2024 0:46,267.01,Internet Provider,Utilities,Austin,completed
TXN1164,ACC9351,2/21/2024 0:51,1158.1,Best Buy,Electronics,Minneapolis,completed
TXN1165,ACC3873,2/21/2024 0:56,71.09,BP Gas,Transportation,Orlando,completed
TXN1166,ACC4818,2/21/2024 1:04,4218.31,Maintenance Fee,Housing,Los Angeles,completed
TXN1167,ACC8490,2/21/2024 1:04,1028.06,Walgreens,Healthcare,Nashville,flagged
TXN1168,ACC2589,2/21/2024 1:15,48.43,Domino's,Food,Las Vegas,completed
TXN1169,ACC7465,2/21/2024 1:22,125.96,eBay,Shopping,Houston,completed
TXN1170,ACC2566,2/21/2024 1:25,14924.29,PayPal Transfer,Transfer,Sydney,flagged
TXN1171,ACC7249,2/21/2024 1:36,27.33,Spotify,Entertainment,Paris,completed
TXN1172,ACC2589,2/21/2024 1:43,13004.09,Zelle,Transfer,Atlanta,completed
TXN1173,ACC1763,2/21/2024 1:46,934.86,HOA Fee,Housing,Toronto,completed
TXN1174,ACC2208,2/21/2024 1:55,75.47,Chick-fil-A,Food,Atlanta,pending
TXN1175,ACC6535,2/21/2024 2:07,1658.99,Microsoft Store,Electronics,Denver,flagged
TXN1176,ACC4104,2/21/2024 2:10,121.57,Target,Shopping,Paris,completed
TXN1177,ACC9875,2/21/2024 2:22,1494.04,Samsung Store,Electronics,Orlando,completed
TXN1178,ACC8405,2/21/2024 2:26,144.52,Subway,Food,Houston,completed
TXN1179,ACC2940,2/21/2024 2:32,22.05,Car Wash,Transportation,Orlando,pending
TXN1180,ACC9614,2/21/2024 2:37,11.07,Mobil,Transportation,Rome,completed
TXN1181,ACC9087,2/21/2024 2:42,1772.89,H&M,Shopping,Tampa,completed
TXN1182,ACC5034,2/21/2024 2:58,460.18,Parking,Transportation,Orlando,completed
TXN1183,ACC7243,2/21/2024 2:57,431.86,Xbox Store,Entertainment,Philadelphia,completed
TXN1184,ACC9226,2/21/2024 3:12,121.09,Internet Provider,Utilities,Charlotte,pending
TXN1185,ACC4479,2/21/2024 3:11,841.59,Apple Store,Electronics,Cleveland,completed
TXN1186,ACC6140,2/21/2024 3:17,2505.26,Mortgage Payment,Housing,Las Vegas,completed
TXN1187,ACC4897,2/21/2024 3:27,1207.21,Rent Payment,Housing,Detroit,flagged
TXN1188,ACC7510,2/21/2024 3:31,1232.54,Best Buy,Electronics,Amsterdam,completed
TXN1189,ACC9472,2/21/2024 3:43,12.57,Gaming Store,Entertainment,Madrid,completed
TXN1190,ACC9770,2/21/2024 3:55,3682.65,Rent Payment,Housing,Toronto,completed
TXN1191,ACC8490,2/21/2024 4:00,218.45,Zara,Shopping,Toronto,completed
TXN1192,ACC5389,2/21/2024 4:06,58.2,Exxon,Transportation,Minneapolis,completed
TXN1193,ACC9226,2/21/2024 4:09,311.84,Walgreens,Healthcare,Austin,completed
TXN1194,ACC8463,2/21/2024 4:17,50.87,Zara,Shopping,Amsterdam,completed
TXN1195,ACC4818,2/21/2024 4:29,101,Dunkin',Food,Mumbai,completed
TXN1196,ACC7465,2/21/2024 4:33,65.65,Car Rental,Transportation,Cleveland,completed
TXN1197,ACC2225,2/21/2024 4:41,125.62,Dental Office,Healthcare,Dallas,completed
TXN1198,ACC1419,2/21/2024 4:46,78.64,Car Wash,Transportation,Los Angeles,completed
TXN1199,ACC9607,2/21/2024 4:56,59.8,Exxon,Transportation,Rome,completed
TXN1200,ACC1594,2/21/2024 5:00,187.46,Nordstrom,Shopping,Paris,completed
TXN1201,ACC3891,2/21/2024 5:12,8139.32,Western Union,Transfer,Paris,completed
TXN1202,ACC1763,2/21/2024 5:09,846.1,Apple Store,Electronics,San Antonio,completed
TXN1203,ACC1594,2/21/2024 5:18,46.08,Theme Park,Entertainment,Rome,completed
TXN1204,ACC4840,2/21/2024 5:25,146.57,Taco Bell,Food,Paris,completed
TXN1205,ACC6803,2/21/2024 5:35,246.46,Theme Park,Entertainment,Dubai,completed
TXN1206,ACC5005,2/21/2024 5:44,8458.62,Zelle,Transfer,Atlanta,completed
TXN1207,ACC9636,2/21/2024 5:50,664.12,Samsung Store,Electronics,Mexico City,completed
TXN1208,ACC9614,2/21/2024 5:55,1750.98,GameStop,Electronics,Los Angeles,completed
TXN1209,ACC3922,2/21/2024 6:05,113.76,Walmart,Shopping,Detroit,flagged
TXN1210,ACC7906,2/21/2024 6:10,39.31,Toll Road,Transportation,Charlotte,pending
TXN1211,ACC3997,2/21/2024 6:12,133.84,Solar Payment,Utilities,Dallas,completed
TXN1212,ACC8711,2/21/2024 6:28,907.22,Dental Office,Healthcare,Denver,completed
TXN1213,ACC7167,2/21/2024 6:30,44.35,Gaming Store,Entertainment,Madrid,completed
TXN1214,ACC3610,2/21/2024 6:38,537.9,Car Wash,Transportation,Austin,completed
TXN1215,ACC8377,2/21/2024 6:41,25.21,Shell Gas,Transportation,Portland,flagged
TXN1216,ACC7906,2/21/2024 6:54,49.48,BP Gas,Transportation,Charlotte,completed
TXN1217,ACC4282,2/21/2024 7:01,352.21,Lyft,Transportation,Denver,completed
TXN1218,ACC6300,2/21/2024 7:04,14174.35,Western Union,Transfer,Seattle,flagged
TXN1219,ACC3423,2/21/2024 7:15,640.07,Parking,Transportation,Houston,completed
TXN1220,ACC5634,2/21/2024 7:18,135.95,Apple Store,Shopping,Mexico City,completed
TXN1221,ACC9087,2/21/2024 7:27,146.14,Subway,Food,Austin,completed
TXN1222,ACC2866,2/21/2024 7:33,305.88,Walgreens,Healthcare,Minneapolis,completed
TXN1223,ACC3610,2/21/2024 7:37,60.56,Dunkin',Food,Mumbai,completed
TXN1224,ACC1286,2/21/2024 7:50,1371.77,CVS Pharmacy,Healthcare,Singapore,completed
TXN1225,ACC4304,2/21/2024 7:53,618.86,Etsy,Shopping,Denver,completed
TXN1226,ACC1411,2/21/2024 8:02,14.53,Chevron,Transportation,Atlanta,completed
TXN1227,ACC4771,2/21/2024 8:14,1417.7,Apple Store,Electronics,Toronto,completed
TXN1228,ACC7503,2/21/2024 8:11,176.52,Gas Company,Utilities,Seattle,pending
TXN1229,ACC3647,2/21/2024 8:26,7886.45,Wire Transfer,Transfer,Charlotte,flagged
TXN1230,ACC6910,2/21/2024 8:29,11335.15,Venmo,Transfer,New York,completed
TXN1231,ACC6044,2/21/2024 8:33,1070.77,Home Insurance,Housing,Tokyo,completed
TXN1232,ACC2225,2/21/2024 8:47,3323.13,Property Tax,Housing,Chicago,completed
TXN1233,ACC7559,2/21/2024 8:46,55.94,Pizza Hut,Food,Toronto,completed
TXN1234,ACC7906,2/21/2024 8:59,9213.57,Wire Transfer,Transfer,Cleveland,flagged
TXN1235,ACC3665,2/21/2024 9:04,917.33,Rite Aid,Healthcare,Miami,flagged
TXN1236,ACC7074,2/21/2024 9:15,124.3,Amazon,Shopping,Dubai,completed
TXN1237,ACC6883,2/21/2024 9:20,34.26,Disney+,Entertainment,Minneapolis,completed
TXN1238,ACC7964,2/21/2024 9:26,11.76,Theme Park,Entertainment,Dallas,completed
TXN1239,ACC1763,2/21/2024 9:36,230.56,Cable TV,Utilities,Seattle,completed
TXN1240,ACC2812,2/21/2024 9:38,98.87,Gas Company,Utilities,Houston,completed
TXN1241,ACC2866,2/21/2024 9:51,684.36,Lab Test,Healthcare,London,completed
TXN1242,ACC8405,2/21/2024 9:59,1304.12,Physical Therapy,Healthcare,San Francisco,completed
TXN1243,ACC1199,2/21/2024 10:03,1689.79,Microsoft Store,Electronics,Chicago,completed
TXN1244,ACC7074,2/21/2024 10:13,2207.43,Microsoft Store,Electronics,Las Vegas,completed
TXN1245,ACC3997,2/21/2024 10:15,221.66,Water Bill,Utilities,Lagos,completed
TXN1246,ACC7769,2/21/2024 10:26,3715.14,Home Insurance,Housing,Los Angeles,completed
TXN1247,ACC8156,2/21/2024 10:31,35.25,Mobil,Transportation,Cleveland,flagged
TXN1248,ACC9770,2/21/2024 10:41,44,Netflix,Entertainment,Tampa,completed
TXN1249,ACC1411,2/21/2024 10:38,203.02,Water Bill,Utilities,Berlin,flagged
TXN1250,ACC7557,2/21/2024 10:51,105.63,KFC,Food,Nashville,pending
TXN1251,ACC4773,2/21/2024 10:59,3485.1,Home Insurance,Housing,Dubai,pending
TXN1252,ACC6351,2/21/2024 11:05,231.7,Apple Store,Shopping,New York,completed
TXN1253,ACC5258,2/21/2024 11:15,4183.27,Rent Payment,Housing,Las Vegas,pending
TXN1254,ACC1068,2/21/2024 11:21,14464.5,MoneyGram,Transfer,Chicago,completed
TXN1255,ACC1286,2/21/2024 11:25,349.32,Rite Aid,Healthcare,San Antonio,completed
TXN1256,ACC5131,2/21/2024 11:33,40.41,Nordstrom,Shopping,San Francisco,completed
TXN1257,ACC9456,2/21/2024 11:37,176.8,Water Bill,Utilities,Detroit,pending
TXN1258,ACC2589,2/21/2024 11:44,347.69,Water Bill,Utilities,Amsterdam,flagged
TXN1259,ACC2326,2/21/2024 11:49,692.7,Doctor Visit,Healthcare,Toronto,pending
TXN1260,ACC7074,2/21/2024 11:57,109.61,Whole Foods,Food,Lagos,completed
TXN1261,ACC6766,2/21/2024 12:09,74.69,Chick-fil-A,Food,Madrid,completed
TXN1262,ACC9226,2/21/2024 12:19,925.31,Maintenance Fee,Housing,Mumbai,completed
TXN1263,ACC3647,2/21/2024 12:17,68.74,Solar Payment,Utilities,Mexico City,completed
TXN1264,ACC5385,2/21/2024 12:33,8936.29,Bank Transfer,Transfer,Phoenix,flagged
TXN1265,ACC9087,2/21/2024 12:34,37.26,Taco Bell,Food,Dallas,completed
TXN1266,ACC1876,2/21/2024 12:45,198.06,Micro Center,Electronics,Toronto,completed
TXN1267,ACC2507,2/21/2024 12:44,1057.54,Fry's Electronics,Electronics,Cleveland,flagged
TXN1268,ACC5538,2/21/2024 12:58,13707.95,Western Union,Transfer,Phoenix,completed
TXN1269,ACC3828,2/21/2024 13:08,32.29,Spotify,Entertainment,New York,pending
TXN1270,ACC6469,2/21/2024 13:07,28.4,Theme Park,Entertainment,Madrid,completed
TXN1271,ACC1436,2/21/2024 13:13,44.47,Auto Repair,Transportation,Minneapolis,completed
TXN1272,ACC4425,2/21/2024 13:19,1192.43,Lab Test,Healthcare,Detroit,completed
TXN1273,ACC9636,2/21/2024 13:36,2187.74,Home Insurance,Housing,Las Vegas,flagged
TXN1274,ACC9636,2/21/2024 13:34,3733.27,MoneyGram,Transfer,Tokyo,flagged
TXN1275,ACC7056,2/21/2024 13:47,3479.04,Mortgage Payment,Housing,Miami,completed
TXN1276,ACC9456,2/21/2024 13:56,134.64,Phone Bill,Utilities,Nashville,completed
TXN1277,ACC2566,2/21/2024 13:58,70.18,Uber,Transportation,Portland,flagged
TXN1278,ACC7885,2/21/2024 14:11,11330.56,Bank Transfer,Transfer,Boston,completed
TXN1279,ACC5258,2/21/2024 14:15,551.38,eBay,Shopping,Rome,completed
TXN1280,ACC4995,2/21/2024 14:19,427.36,Lyft,Transportation,Rome,completed
TXN1281,ACC8008,2/21/2024 14:32,1464.88,Rent Payment,Housing,Paris,completed
TXN1282,ACC6411,2/21/2024 14:29,381.75,Walgreens,Healthcare,Orlando,completed
TXN1283,ACC6651,2/21/2024 14:40,594.6,Gym Membership,Healthcare,Paris,completed
TXN1284,ACC9224,2/21/2024 14:46,1217.34,Walgreens,Healthcare,Seattle,completed
TXN1285,ACC2225,2/21/2024 14:52,11816.63,Venmo,Transfer,Lagos,completed
TXN1286,ACC5005,2/21/2024 14:58,5039.29,Bank Transfer,Transfer,Phoenix,completed
TXN1287,ACC3828,2/21/2024 15:10,1300.34,Rite Aid,Healthcare,Charlotte,flagged
TXN1288,ACC9544,2/21/2024 15:17,80.32,Phone Bill,Utilities,Amsterdam,flagged
TXN1289,ACC6916,2/21/2024 15:19,18.58,Movie Theater,Entertainment,Mumbai,completed
TXN1290,ACC9456,2/21/2024 15:33,3454.53,Home Insurance,Housing,Paris,flagged
TXN1291,ACC9456,2/21/2024 15:42,4726.74,HOA Fee,Housing,Miami,pending
TXN1292,ACC3423,2/21/2024 15:42,39.01,Toll Road,Transportation,Los Angeles,pending
TXN1293,ACC2629,2/21/2024 15:53,1561.24,GameStop,Electronics,Denver,completed
TXN1294,ACC2629,2/21/2024 15:57,11.14,Lyft,Transportation,Denver,flagged
TXN1295,ACC3922,2/21/2024 16:03,1448.13,Samsung Store,Electronics,Paris,pending
TXN1296,ACC4104,2/21/2024 16:16,6151.05,PayPal Transfer,Transfer,Las Vegas,completed
TXN1297,ACC8377,2/21/2024 16:18,1271.75,Gym Membership,Healthcare,Denver,completed
TXN1298,ACC9875,2/21/2024 16:31,10.62,Steam,Entertainment,Detroit,completed
TXN1299,ACC7501,2/21/2024 16:29,3671.25,PayPal Transfer,Transfer,Houston,flagged
TXN1300,ACC1594,2/21/2024 16:42,6111.95,Western Union,Transfer,Detroit,pending
TXN1301,ACC9927,2/21/2024 16:42,299.96,Gas Company,Utilities,Cleveland,flagged
TXN1302,ACC5032,2/21/2024 16:55,43.89,BP Gas,Transportation,Boston,completed
TXN1303,ACC6912,2/21/2024 17:06,99.87,Panera Bread,Food,Minneapolis,completed
TXN1304,ACC9939,2/21/2024 17:12,2261.98,Cash App,Transfer,Dallas,flagged
TXN1305,ACC9939,2/21/2024 17:20,31.76,Parking,Transportation,Boston,completed
TXN1306,ACC5385,2/21/2024 17:18,223.86,Parking,Transportation,Tampa,flagged
TXN1307,ACC1286,2/21/2024 17:29,29.76,Disney+,Entertainment,Portland,completed
TXN1308,ACC7561,2/21/2024 17:37,528.1,BP Gas,Transportation,Miami,completed
TXN1309,ACC2225,2/21/2024 17:48,15.73,Etsy,Shopping,Seattle,completed
TXN1310,ACC3922,2/21/2024 17:51,1862.4,Apple Store,Electronics,Tampa,completed
TXN1311,ACC6910,2/21/2024 17:59,113.17,Wendy's,Food,Tokyo,completed
TXN1312,ACC4361,2/21/2024 18:00,12978.3,Bank Transfer,Transfer,Paris,completed
TXN1313,ACC8581,2/21/2024 18:10,447.15,Fry's Electronics,Electronics,Rome,completed
TXN1314,ACC6351,2/21/2024 18:15,1165.93,Bank Transfer,Transfer,Las Vegas,pending
TXN1315,ACC4884,2/21/2024 18:23,14.14,KFC,Food,San Diego,completed
TXN1316,ACC4771,2/21/2024 18:34,4671.47,Rent Payment,Housing,Nashville,completed
TXN1317,ACC8534,2/21/2024 18:36,119.43,Electric Company,Utilities,Singapore,completed
TXN1318,ACC9641,2/21/2024 18:51,35.19,Spotify,Entertainment,San Diego,completed
TXN1319,ACC3610,2/21/2024 18:52,269.98,Phone Bill,Utilities,Las Vegas,completed
TXN1320,ACC2208,2/21/2024 19:03,202.44,Internet Provider,Utilities,Cleveland,completed
TXN1321,ACC2400,2/21/2024 19:07,33.13,Pizza Hut,Food,Philadelphia,completed
TXN1322,ACC3922,2/21/2024 19:13,1482.27,Best Buy,Electronics,Cleveland,completed
TXN1323,ACC2225,2/21/2024 19:20,535.65,Mobil,Transportation,San Diego,completed
TXN1324,ACC5946,2/21/2024 19:30,2044.05,Samsung Store,Electronics,San Diego,completed
TXN1325,ACC6047,2/21/2024 19:33,43.76,Hulu,Entertainment,Orlando,completed
TXN1326,ACC9087,2/21/2024 19:42,83.35,KFC,Food,Philadelphia,completed
TXN1327,ACC1091,2/21/2024 19:53,11744.16,MoneyGram,Transfer,Portland,flagged
TXN1328,ACC5005,2/21/2024 19:51,52.24,Mobil,Transportation,Austin,completed
TXN1329,ACC9139,2/21/2024 20:07,4062.96,Mortgage Payment,Housing,Sydney,pending
TXN1330,ACC6910,2/21/2024 20:09,105.51,Phone Bill,Utilities,London,completed
TXN1331,ACC4818,2/21/2024 20:19,1465.87,Best Buy,Electronics,New York,completed
TXN1332,ACC1980,2/21/2024 20:20,70.95,Chevron,Transportation,Phoenix,completed
TXN1333,ACC4771,2/21/2024 20:31,143.85,H&M,Shopping,Minneapolis,completed
TXN1334,ACC2742,2/21/2024 20:38,12164.28,Zelle,Transfer,Las Vegas,completed
TXN1335,ACC8711,2/21/2024 20:45,1718.25,Newegg,Electronics,Miami,completed
TXN1336,ACC6140,2/21/2024 20:52,156.84,CVS Pharmacy,Healthcare,Bangkok,pending
TXN1337,ACC1594,2/21/2024 20:59,13.15,Car Wash,Transportation,Tokyo,completed
TXN1338,ACC3647,2/21/2024 21:03,64.23,BP Gas,Transportation,London,completed
TXN1339,ACC1352,2/21/2024 21:08,6790.47,Zelle,Transfer,San Francisco,completed
TXN1340,ACC7557,2/21/2024 21:19,100.73,Macy's,Shopping,Mumbai,completed
TXN1341,ACC9456,2/21/2024 21:27,126.72,Dunkin',Food,Amsterdam,flagged
TXN1342,ACC5946,2/21/2024 21:33,13398.44,Wire Transfer,Transfer,Miami,flagged
TXN1343,ACC7720,2/21/2024 21:39,90.43,Chick-fil-A,Food,Berlin,completed
TXN1344,ACC8405,2/21/2024 21:43,54.45,Luxury Store,Shopping,Detroit,completed
TXN1345,ACC8490,2/21/2024 22:00,2092.34,Apple Store,Electronics,Las Vegas,completed
TXN1346,ACC3647,2/21/2024 22:04,3427.65,Maintenance Fee,Housing,Chicago,completed
TXN1347,ACC3423,2/21/2024 22:14,208.36,Internet Provider,Utilities,Atlanta,pending
TXN1348,ACC5095,2/21/2024 22:16,4872.74,Maintenance Fee,Housing,Detroit,completed
TXN1349,ACC8952,2/21/2024 22:19,1375.47,Best Buy,Electronics,Phoenix,completed
TXN1350,ACC1763,2/21/2024 22:30,359.23,Water Bill,Utilities,Austin,completed
TXN1351,ACC9472,2/21/2024 22:34,53.71,IKEA,Shopping,San Antonio,completed
TXN1352,ACC2866,2/21/2024 22:41,74.46,Home Depot,Shopping,Lagos,pending
TXN1353,ACC5095,2/21/2024 22:53,77.54,Whole Foods,Food,Rome,completed
TXN1354,ACC7283,2/21/2024 22:56,331.32,Uber,Transportation,Mumbai,completed
TXN1355,ACC9614,2/21/2024 23:04,2009.18,Property Tax,Housing,Amsterdam,flagged
TXN1356,ACC4477,2/21/2024 23:13,1065.19,Fry's Electronics,Electronics,Seattle,completed
TXN1357,ACC6535,2/21/2024 23:14,49.04,Domino's,Food,San Diego,completed
TXN1358,ACC6047,2/21/2024 23:27,319.66,PayPal Transfer,Transfer,Mumbai,completed
TXN1359,ACC4771,2/21/2024 23:31,363.11,Bank Transfer,Transfer,Austin,pending
TXN1360,ACC9875,2/21/2024 23:41,1161.63,Walgreens,Healthcare,Berlin,completed
TXN1361,ACC3423,2/21/2024 23:50,1295.15,Nike Store,Shopping,Minneapolis,flagged
TXN1362,ACC7747,2/21/2024 23:53,3029.34,Mortgage Payment,Housing,Dallas,completed
TXN1363,ACC2517,2/21/2024 23:59,16.14,Toll Road,Transportation,Atlanta,pending
TXN1364,ACC8534,2/22/2024 0:08,58.95,Samsung Store,Electronics,Tampa,completed
TXN1365,ACC9770,2/22/2024 0:18,102.64,Amazon,Shopping,Singapore,completed
TXN1366,ACC9939,2/22/2024 0:17,4658.02,HOA Fee,Housing,Singapore,completed
TXN1367,ACC8581,2/22/2024 0:32,111.59,Theme Park,Entertainment,Charlotte,completed
TXN1368,ACC3891,2/22/2024 0:41,392.54,Cable TV,Utilities,Madrid,completed
TXN1369,ACC1411,2/22/2024 0:40,1602.57,Samsung Store,Electronics,Paris,completed
TXN1370,ACC8635,2/22/2024 0:46,215.53,Cable TV,Utilities,Toronto,completed
TXN1371,ACC6072,2/22/2024 0:52,968.62,Hospital Payment,Healthcare,Tokyo,completed
TXN1372,ACC1436,2/22/2024 1:09,84.24,Wendy's,Food,Atlanta,pending
TXN1373,ACC4412,2/22/2024 1:13,3222.92,Mortgage Payment,Housing,Orlando,completed
TXN1374,ACC4840,2/22/2024 1:22,4943.53,Wire Transfer,Transfer,Miami,flagged
TXN1375,ACC3610,2/22/2024 1:21,13.68,Lyft,Transportation,Cleveland,pending
TXN1376,ACC8581,2/22/2024 1:28,27.26,Chevron,Transportation,Phoenix,completed
TXN1377,ACC2940,2/22/2024 1:36,77.53,Lyft,Transportation,Philadelphia,completed
TXN1378,ACC7501,2/22/2024 1:47,12.22,Netflix,Entertainment,Seattle,pending
TXN1379,ACC7283,2/22/2024 1:58,127.42,Subway,Food,Singapore,completed
TXN1380,ACC1411,2/22/2024 1:57,62.88,GameStop,Electronics,Denver,completed
TXN1381,ACC3597,2/22/2024 2:06,270.06,Target,Shopping,Berlin,completed
TXN1382,ACC8536,2/22/2024 2:19,2305.27,Fry's Electronics,Electronics,San Francisco,completed
TXN1383,ACC2855,2/22/2024 2:26,1225.26,B&H Photo,Electronics,Nashville,completed
TXN1384,ACC9939,2/22/2024 2:31,2455.38,Maintenance Fee,Housing,Toronto,completed
TXN1385,ACC2507,2/22/2024 2:34,319.96,Phone Bill,Utilities,Minneapolis,completed
TXN1386,ACC8242,2/22/2024 2:39,101.48,Burger King,Food,Dubai,completed
